winpercent,oppwinpercent,weather,temperature,numinjured,oppnuminjured,startingpitcher,oppstartingpitcher,dayssincegame,oppdayssincegame,homeaway,rundifferential,opprundifferential,winner
0.765244078901,0.585496751806,0,54.9468333994,2.0,1.0,4,1,3.0,3.0,0,70.0,52.0,Good
0.237050880527,0.465111101977,0,61.0948765003,1.0,1.0,5,3,1.0,2.0,1,33.0,53.0,Good
0.513490862907,0.657612204009,0,66.1431039854,1.0,2.0,1,2,2.0,2.0,0,66.0,69.0,Bad
0.506862496914,0.73239827193,1,66.645288993,1.0,2.0,2,4,1.0,1.0,1,104.0,37.0,Bad
0.853245292873,0.741017605933,1,54.8906015804,3.0,2.0,2,4,2.0,2.0,0,26.0,59.0,Good
0.676488895551,0.524039130334,0,56.2443476086,-1.0,1.0,3,3,3.0,2.0,0,28.0,27.0,Bad
0.134704773406,0.535365904464,0,72.385415019,1.0,1.0,4,1,1.0,2.0,1,33.0,44.0,Good
0.418038942824,-0.032260161524,1,69.0466023451,2.0,4.0,1,4,2.0,2.0,0,60.0,22.0,Bad
0.234401938661,0.674497224837,-1,72.2179054564,3.0,2.0,5,5,3.0,2.0,0,37.0,56.0,Good
0.53728573476,0.271654895169,1,57.3730975731,2.0,2.0,2,1,2.0,2.0,0,33.0,67.0,Bad
0.328997275624,0.577195780016,0,74.4168817757,3.0,1.0,1,5,4.0,2.0,0,69.0,28.0,Good
0.575168014298,0.63045685948,0,61.6299891239,3.0,2.0,1,3,1.0,2.0,1,64.0,19.0,Good
0.67467205909,0.710012350902,1,68.7723336091,1.0,2.0,1,2,4.0,3.0,1,27.0,43.0,Bad
0.604215112742,0.403632141381,0,67.4122015621,1.0,2.0,4,3,3.0,2.0,1,72.0,59.0,Bad
0.560084746043,0.566141230929,-1,67.7108785605,0.0,2.0,4,1,1.0,2.0,1,90.0,51.0,Bad
0.370863800832,0.791350851449,-1,55.3373429201,3.0,1.0,4,3,4.0,2.0,0,85.0,47.0,Good
0.802577284775,0.444388768229,0,56.1627967644,2.0,-2.0,1,1,4.0,2.0,0,-5.0,43.0,Good
0.52258405425,0.78679611639,0,67.8350465787,0.0,1.0,5,3,2.0,3.0,1,31.0,70.0,Bad
0.75354615836,0.302722074446,-1,65.8603836495,1.0,2.0,5,3,3.0,4.0,0,64.0,42.0,Bad
0.842280702159,0.704660470368,-1,57.9845675552,-1.0,2.0,5,4,2.0,2.0,1,20.0,52.0,Bad
0.661660404219,0.652282597952,0,61.2618830288,2.0,1.0,2,1,1.0,3.0,1,58.0,51.0,Good
0.211193155183,0.48198749528,0,62.4050223509,3.0,2.0,3,4,2.0,3.0,1,27.0,75.0,Good
0.494704988626,1.08019799508,-1,68.3584414025,1.0,2.0,5,3,4.0,3.0,1,15.0,24.0,Bad
0.885642124068,0.344689141376,-1,59.0447555265,1.0,2.0,4,5,1.0,3.0,0,50.0,-9.0,Good
0.391309702907,0.521744718003,0,58.93233176,1.0,-1.0,2,1,3.0,3.0,0,2.0,37.0,Good
0.540724931982,0.297467752563,1,73.2213407014,1.0,1.0,4,5,2.0,2.0,0,36.0,65.0,Bad
0.549918906286,0.272460194991,-1,51.3209787755,2.0,2.0,4,4,4.0,4.0,0,12.0,70.0,Bad
0.684150892736,0.591320899126,0,70.2278748259,1.0,3.0,5,2,2.0,2.0,1,58.0,44.0,Bad
0.576652669303,0.7126059362,-1,73.2203628013,1.0,0.0,5,4,2.0,3.0,1,60.0,40.0,Good
0.17657643434,0.0477100763652,-1,55.7794684589,4.0,2.0,5,4,3.0,1.0,0,67.0,24.0,Good
0.389116832691,0.597689045171,1,57.863460289,1.0,3.0,4,4,2.0,5.0,0,46.0,56.0,Bad
0.546415259815,0.508712546672,1,57.4670662725,0.0,1.0,4,3,3.0,3.0,1,47.0,51.0,Bad
0.291748052374,0.31304722658,0,47.6940709753,2.0,2.0,5,3,0.0,2.0,1,35.0,50.0,Good
0.272476266726,0.351606923561,-1,62.3981099509,3.0,1.0,4,4,3.0,3.0,1,43.0,41.0,Good
0.724266443158,0.19851504819,1,55.7818689494,2.0,1.0,4,4,2.0,0.0,1,10.0,32.0,Bad
0.279966224889,0.466426200423,-1,75.4821871159,0.0,1.0,2,2,1.0,1.0,0,42.0,65.0,Bad
1.0225982788,0.616148072622,-1,61.2230778232,2.0,2.0,1,2,2.0,2.0,0,41.0,54.0,Good
0.324150231692,0.549060674903,0,51.1242089559,1.0,3.0,4,2,1.0,3.0,0,43.0,33.0,Bad
0.423049631633,0.656322354273,0,72.2692856382,1.0,1.0,1,4,4.0,1.0,0,21.0,28.0,Good
0.753363852232,0.406553498243,0,69.6993361676,0.0,3.0,4,4,6.0,2.0,1,45.0,40.0,Bad
0.565694526974,0.511711127044,1,62.0610115832,1.0,2.0,5,4,1.0,3.0,1,48.0,11.0,Good
0.323943740169,0.350793312291,-1,79.6546992794,3.0,0.0,4,4,3.0,4.0,1,71.0,56.0,Good
0.349501119525,0.22093869471,0,62.1218312655,3.0,3.0,4,3,1.0,1.0,1,5.0,47.0,Good
0.967258678891,0.529948669885,0,59.8184038642,0.0,3.0,5,3,2.0,2.0,1,38.0,58.0,Bad
0.303789254771,0.366633923678,-1,56.7183602931,2.0,2.0,2,3,2.0,3.0,0,53.0,19.0,Good
0.631892551776,0.416072027765,0,60.2075482428,3.0,2.0,3,1,3.0,4.0,0,45.0,54.0,Good
0.332322990393,0.537495508418,1,94.2076412235,1.0,1.0,5,3,3.0,4.0,0,90.0,70.0,Good
0.375878072606,0.456230967515,-1,63.7220804357,0.0,0.0,5,5,2.0,5.0,1,68.0,84.0,Good
0.861814461017,0.759897860299,-1,63.7627672283,1.0,2.0,5,3,2.0,2.0,0,52.0,51.0,Bad
0.618710207608,0.35240171911,0,73.4922788607,2.0,2.0,4,5,0.0,1.0,0,39.0,64.0,Good
0.861058362186,0.422668214162,0,62.238667211,2.0,4.0,5,2,2.0,2.0,1,45.0,66.0,Bad
0.320848248484,0.481534867895,-1,62.7134657862,3.0,1.0,5,4,2.0,3.0,0,53.0,54.0,Good
0.721569174851,0.669288898906,0,65.3574727243,1.0,2.0,4,5,2.0,2.0,0,36.0,46.0,Bad
0.303974192071,0.473679481828,0,66.3909850646,1.0,3.0,5,3,2.0,3.0,0,56.0,60.0,Bad
0.49220219785,0.30885619051,1,68.4183958043,2.0,2.0,2,4,1.0,2.0,0,45.0,73.0,Good
0.404211533376,0.49914148955,1,58.3728694439,2.0,2.0,1,3,4.0,3.0,1,61.0,30.0,Good
0.366195381019,0.353470500554,-1,62.0049887075,0.0,0.0,1,4,2.0,3.0,0,44.0,72.0,Good
0.412131678111,0.507405897679,0,53.8519407625,2.0,3.0,2,5,1.0,3.0,0,58.0,63.0,Bad
0.370386261856,0.318896203568,0,69.1176713124,1.0,2.0,2,2,3.0,3.0,0,71.0,23.0,Good
0.442450146099,0.642704503128,0,53.2997669674,2.0,0.0,5,3,3.0,3.0,1,53.0,112.0,Good
0.579049150522,0.475686994758,1,71.7256289363,1.0,1.0,4,1,4.0,3.0,0,67.0,41.0,Good
0.208448952455,0.179453086163,0,69.412798011,3.0,1.0,3,1,2.0,3.0,0,10.0,73.0,Good
0.447595105612,0.150564416919,1,58.6355374471,1.0,0.0,1,4,3.0,1.0,1,52.0,43.0,Bad
0.714936442029,0.441175668885,-1,70.2522314681,2.0,3.0,3,5,3.0,3.0,0,22.0,19.0,Bad
0.871241468991,0.686421837671,-1,67.6327389929,3.0,1.0,2,4,2.0,3.0,1,56.0,23.0,Good
0.757393269408,0.104476103999,1,62.5735750722,1.0,3.0,4,3,2.0,3.0,1,60.0,52.0,Bad
0.0129407306935,0.156013800629,1,78.4142755596,0.0,1.0,3,4,2.0,3.0,0,90.0,12.0,Bad
0.118092662635,0.216367984248,-1,65.5701300564,1.0,1.0,3,5,1.0,3.0,1,44.0,54.0,Good
0.415584115042,0.785040766738,1,77.5971152713,1.0,3.0,1,3,3.0,3.0,0,52.0,12.0,Good
0.773190519156,0.260001900056,0,64.9177392965,2.0,1.0,4,4,2.0,4.0,1,49.0,74.0,Bad
0.547239652985,1.00285667615,0,50.5699259898,2.0,2.0,1,5,4.0,4.0,1,92.0,35.0,Good
0.522610203971,0.392289210751,-1,59.9160611178,1.0,0.0,2,1,2.0,4.0,1,45.0,26.0,Good
0.498949325864,0.516943870244,0,62.4655441056,1.0,2.0,2,2,2.0,1.0,1,65.0,63.0,Bad
0.178554196812,0.258944269074,0,72.9469568278,-1.0,2.0,4,5,2.0,3.0,0,63.0,53.0,Bad
0.506329054394,0.262307500062,0,60.5419475273,1.0,2.0,5,1,2.0,3.0,1,47.0,21.0,Bad
0.653971756531,0.588243080996,-1,63.8246547949,2.0,3.0,3,2,2.0,2.0,1,30.0,63.0,Bad
0.818278919893,0.523696811714,0,78.0222759737,1.0,0.0,2,5,2.0,4.0,0,64.0,65.0,Good
0.480194378764,0.570903917332,1,55.8095076659,1.0,2.0,2,5,1.0,3.0,0,57.0,77.0,Bad
0.19933367549,0.470755675652,1,74.198351768,1.0,1.0,5,5,2.0,2.0,0,44.0,38.0,Good
0.373890149952,0.419406421198,0,52.8190548478,1.0,1.0,2,1,4.0,0.0,0,54.0,34.0,Good
0.634833942144,0.0154167452734,-1,60.508981792,1.0,2.0,4,2,2.0,4.0,1,27.0,36.0,Bad
0.525510905644,0.512571449277,1,65.6498246232,1.0,2.0,5,2,2.0,2.0,1,41.0,64.0,Bad
0.414950418259,0.592348950777,1,65.5803037798,1.0,0.0,5,1,3.0,2.0,1,35.0,87.0,Good
0.665193387627,0.476482797097,1,62.3871303334,1.0,2.0,4,4,3.0,1.0,0,67.0,29.0,Bad
0.733424216875,0.538266690682,-1,76.5615220704,2.0,2.0,4,4,1.0,1.0,0,47.0,25.0,Good
0.418091428611,0.372160076793,1,53.6600078678,2.0,1.0,5,1,3.0,3.0,0,49.0,50.0,Good
0.531705768567,0.703615696242,1,73.1721457893,1.0,2.0,1,3,3.0,1.0,0,69.0,39.0,Bad
0.0436591792786,0.713827972286,1,53.200281621,2.0,1.0,5,1,1.0,2.0,0,34.0,66.0,Good
0.72189149853,0.929873122296,-1,78.9820619619,1.0,2.0,1,5,3.0,4.0,0,50.0,45.0,Bad
0.47052997948,0.593036317938,-1,64.6520475552,2.0,1.0,5,3,4.0,3.0,1,78.0,55.0,Good
0.384326811561,0.698392426442,1,63.8819276709,3.0,2.0,3,1,3.0,2.0,0,51.0,67.0,Good
0.534297856649,0.491661603466,-1,70.3946723663,2.0,0.0,2,3,4.0,2.0,1,42.0,37.0,Good
0.740749670796,0.256859114761,0,62.2156079511,1.0,0.0,3,5,2.0,1.0,0,27.0,55.0,Bad
0.489350070913,0.418540544563,0,73.1075617298,1.0,2.0,2,3,3.0,1.0,0,13.0,46.0,Bad
0.292525707621,0.395835901477,0,73.8412228557,1.0,0.0,1,3,2.0,3.0,0,40.0,46.0,Good
0.604331128081,0.373744701129,0,63.3707985446,2.0,0.0,2,1,2.0,2.0,1,69.0,28.0,Good
0.505657603957,0.391979101735,1,62.6810586472,1.0,1.0,1,4,4.0,2.0,0,66.0,48.0,Good
0.605100007961,0.637686138599,1,71.3759099502,4.0,2.0,4,4,2.0,2.0,1,62.0,39.0,Good
0.562695060471,0.34423668736,1,68.0350866557,2.0,0.0,3,3,3.0,4.0,0,44.0,63.0,Good
0.50686228287,0.639504381032,-1,54.0983719437,1.0,3.0,1,5,1.0,3.0,0,79.0,72.0,Bad
0.379312067906,0.925891640609,1,70.5397947796,3.0,2.0,1,4,3.0,3.0,0,35.0,42.0,Good
0.241624921524,0.58559322224,-1,73.2154328306,1.0,2.0,3,2,3.0,2.0,1,72.0,86.0,Bad
0.587795621655,0.240053066319,-1,54.5170747369,2.0,2.0,4,5,2.0,3.0,1,48.0,8.0,Bad
0.277055919298,0.333439154258,0,68.4588724561,3.0,2.0,4,4,4.0,3.0,1,17.0,54.0,Good
0.820812146487,0.411837257729,-1,57.3374610711,1.0,2.0,3,3,1.0,2.0,1,40.0,43.0,Bad
0.624824869772,0.668822631483,1,66.7768263734,1.0,2.0,5,4,2.0,3.0,0,18.0,52.0,Bad
0.281797186561,0.620535105159,-1,87.2934911339,0.0,3.0,2,5,3.0,3.0,0,28.0,42.0,Bad
0.472262238192,0.334986724637,1,77.1504394312,3.0,2.0,5,2,5.0,4.0,1,15.0,64.0,Good
0.399856724086,0.591522523161,-1,56.3549333309,2.0,1.0,3,5,3.0,3.0,1,64.0,77.0,Good
0.56633252663,0.703234840076,0,61.2226269109,3.0,2.0,4,5,3.0,3.0,0,14.0,58.0,Good
0.478277580262,0.686161139461,1,60.7683630139,1.0,1.0,4,5,2.0,2.0,1,36.0,24.0,Good
0.436889098853,0.184521069177,1,63.3837662808,2.0,2.0,3,4,2.0,3.0,1,80.0,77.0,Bad
0.671272644817,0.4219249868,0,60.7647274494,1.0,1.0,3,1,4.0,2.0,0,52.0,64.0,Good
0.27449776987,0.719195601584,-1,63.1968059426,3.0,1.0,4,3,5.0,3.0,0,66.0,40.0,Good
0.629315025138,0.207322648608,-1,68.2957706126,1.0,1.0,1,4,2.0,1.0,0,58.0,44.0,Bad
0.350959292279,0.646734641059,0,63.2697238127,3.0,-1.0,2,2,1.0,1.0,0,27.0,58.0,Good
0.526609180269,0.364826068317,-1,61.3737984999,3.0,0.0,3,1,0.0,2.0,0,91.0,16.0,Good
0.17849302979,0.408169509742,-1,66.8042005464,1.0,2.0,4,4,4.0,3.0,1,38.0,39.0,Bad
0.337345421084,0.776899887107,0,72.3192989949,3.0,1.0,3,1,4.0,3.0,1,71.0,74.0,Good
0.368692943919,0.360875782895,1,68.1052733348,1.0,1.0,1,2,3.0,1.0,1,33.0,40.0,Good
0.373769630557,0.58869490523,1,59.4825056167,1.0,3.0,4,5,4.0,1.0,0,58.0,43.0,Bad
0.81204083502,0.58175895941,0,72.0712115691,1.0,3.0,2,5,3.0,2.0,1,61.0,36.0,Bad
0.608732491549,0.551192197185,-1,67.0057118442,1.0,1.0,5,3,2.0,3.0,1,70.0,17.0,Good
0.694607938975,0.617305001105,-1,77.2336150922,1.0,2.0,1,2,2.0,2.0,1,55.0,55.0,Bad
0.603997880664,0.519524244643,-1,50.1911302624,2.0,1.0,3,4,2.0,3.0,0,33.0,41.0,Good
0.567888656191,0.524123217276,0,72.0132081448,1.0,2.0,1,4,5.0,2.0,0,34.0,33.0,Bad
0.724242457362,0.440990200119,0,62.439445411,2.0,1.0,2,2,3.0,1.0,0,43.0,66.0,Good
0.422942506819,0.464917881032,0,54.7052217709,2.0,2.0,5,4,3.0,1.0,0,49.0,39.0,Good
0.308197542989,0.617574938301,0,66.1200950543,1.0,0.0,2,1,3.0,3.0,0,28.0,72.0,Good
0.287142621977,0.723271797308,1,66.2316156355,3.0,1.0,5,2,1.0,3.0,0,50.0,55.0,Good
0.941387169089,0.604772693547,1,57.8921350068,1.0,0.0,4,2,3.0,2.0,1,34.0,79.0,Good
0.49782652402,0.523665454585,1,65.26078242,1.0,2.0,5,3,2.0,3.0,0,58.0,23.0,Good
0.207761369998,0.61278887706,1,70.8867514228,1.0,-1.0,3,3,3.0,1.0,0,75.0,51.0,Good
0.173204846237,0.464503532241,-1,63.9494717647,-1.0,2.0,5,3,3.0,2.0,0,55.0,35.0,Bad
0.865210660042,0.679628913226,0,51.3274597797,1.0,2.0,1,3,1.0,0.0,0,44.0,46.0,Bad
0.517897204488,0.173297176176,-1,71.7977606674,2.0,2.0,2,4,1.0,2.0,1,45.0,60.0,Bad
0.398133860642,0.539237200486,0,75.1335064055,0.0,1.0,2,4,1.0,3.0,1,39.0,97.0,Bad
0.533065492268,0.612483197797,0,59.3070260308,1.0,1.0,1,4,3.0,2.0,0,57.0,62.0,Good
0.728997725177,0.221622330319,0,53.9221003779,1.0,1.0,2,5,3.0,2.0,1,39.0,22.0,Bad
0.627782718988,0.47952288405,0,61.8758555621,2.0,1.0,1,5,3.0,2.0,1,31.0,14.0,Good
0.604168823286,0.208318079247,-1,63.9233255072,1.0,2.0,4,5,2.0,3.0,0,27.0,42.0,Bad
0.369853339038,0.395115584043,1,74.7767322704,2.0,1.0,1,1,3.0,3.0,1,78.0,64.0,Good
0.705604195187,0.563851331002,0,63.5729553418,1.0,2.0,3,5,4.0,4.0,0,61.0,26.0,Good
0.426023483272,0.549101672573,-1,61.5512305576,3.0,1.0,2,1,4.0,3.0,0,77.0,30.0,Good
0.734118592546,0.0616684998984,0,71.0653780395,4.0,2.0,1,4,2.0,2.0,0,45.0,46.0,Bad
0.198013503869,0.749466679408,-1,66.9789175183,3.0,0.0,2,1,3.0,2.0,1,65.0,32.0,Good
0.568262840895,0.32238806874,1,70.3702386501,1.0,1.0,1,1,3.0,2.0,1,35.0,71.0,Good
0.342514774227,0.669487281542,-1,64.9715535964,1.0,1.0,3,4,4.0,1.0,1,66.0,14.0,Good
0.928299056311,0.59517805072,-1,73.9964436672,1.0,1.0,2,4,4.0,5.0,1,28.0,48.0,Good
0.592429810517,0.245397356289,1,66.2168245345,2.0,-1.0,5,2,1.0,0.0,1,73.0,28.0,Good
0.685634300187,0.450206743326,0,58.9262346846,1.0,2.0,1,2,3.0,2.0,1,60.0,112.0,Bad
0.422115437876,0.402243443649,1,75.4051542403,1.0,3.0,5,4,3.0,1.0,1,52.0,39.0,Bad
0.177273203744,0.21254236064,0,65.4104869971,1.0,4.0,2,1,3.0,2.0,1,35.0,60.0,Bad
0.496051592493,0.847580925726,-1,69.8982674544,0.0,1.0,3,5,3.0,3.0,0,31.0,31.0,Bad
0.418636049164,0.493767765221,0,69.7207399498,3.0,2.0,1,4,4.0,3.0,1,43.0,62.0,Good
0.354395197662,0.754611053809,1,58.6494120888,0.0,1.0,4,4,1.0,4.0,0,42.0,63.0,Bad
0.754005725501,0.251203521141,1,70.334767226,1.0,0.0,4,4,3.0,2.0,1,64.0,101.0,Bad
0.56503106738,0.374174619943,1,56.233189655,1.0,3.0,2,4,1.0,1.0,1,44.0,18.0,Bad
0.88775698485,0.390306840628,-1,49.4270321402,2.0,2.0,4,1,1.0,2.0,0,51.0,59.0,Good
0.910286794113,0.31959758061,0,63.6065785164,1.0,3.0,2,5,2.0,2.0,1,59.0,59.0,Bad
0.45134756355,0.861156988876,-1,65.5454705412,2.0,0.0,4,4,3.0,3.0,0,45.0,61.0,Good
0.269040293698,0.546332702677,-1,54.5959865443,0.0,3.0,4,2,3.0,4.0,0,49.0,31.0,Bad
0.514801299198,0.478470882603,0,63.2509001338,2.0,1.0,3,1,4.0,1.0,0,65.0,69.0,Good
0.3592469794,0.347305199318,1,66.1599929123,1.0,0.0,3,4,2.0,2.0,0,40.0,62.0,Good
0.532756743704,0.626751576101,-1,66.8009938011,1.0,1.0,5,5,2.0,4.0,1,13.0,52.0,Good
0.778122453994,0.282762870252,-1,76.0435655609,2.0,1.0,3,1,4.0,1.0,0,55.0,40.0,Bad
0.626353742022,0.396652659695,0,72.4106616047,1.0,0.0,5,4,4.0,3.0,0,39.0,67.0,Good
0.650598974666,0.367948052581,0,70.3408180528,1.0,2.0,2,1,1.0,2.0,0,77.0,48.0,Bad
0.453985114559,0.473955519429,0,63.8401024959,0.0,1.0,4,4,2.0,2.0,0,37.0,67.0,Bad
0.612477362532,0.803658414586,1,59.1058717227,3.0,1.0,5,4,2.0,1.0,1,72.0,46.0,Good
0.416272023048,0.815666028308,1,59.9387653437,1.0,2.0,1,4,2.0,3.0,1,29.0,31.0,Bad
0.624877939358,0.391608840158,-1,63.9338404161,2.0,3.0,3,3,3.0,3.0,0,54.0,59.0,Bad
0.12913169386,0.611073505581,1,57.2051969536,3.0,-1.0,3,5,3.0,3.0,0,95.0,35.0,Good
0.80000702979,0.478610850346,0,57.6600345689,2.0,1.0,1,5,0.0,2.0,0,71.0,67.0,Bad
0.547579587097,0.852144266424,0,62.0806340523,2.0,1.0,3,1,2.0,2.0,0,45.0,62.0,Good
0.435426715549,0.510364147617,-1,70.3894596356,1.0,1.0,2,2,2.0,3.0,1,58.0,37.0,Good
0.625761013282,0.798840963748,-1,54.807086104,2.0,2.0,5,1,5.0,2.0,1,50.0,68.0,Good
0.113068123487,0.479162268674,1,60.6150297046,3.0,0.0,4,5,4.0,3.0,1,64.0,56.0,Good
0.412981802119,0.593940787733,0,63.8915418462,3.0,2.0,4,5,2.0,4.0,1,36.0,51.0,Good
0.369123192973,0.59468323061,1,61.8979356584,3.0,2.0,5,4,2.0,1.0,0,64.0,54.0,Good
0.603339193343,0.894109535729,0,71.7640022365,2.0,2.0,1,1,2.0,5.0,0,29.0,59.0,Good
0.317466666537,0.398767023724,0,55.4545117486,0.0,2.0,2,1,3.0,3.0,0,74.0,69.0,Bad
0.532695848593,0.315808397602,1,59.5912587897,0.0,2.0,4,1,3.0,2.0,0,66.0,46.0,Bad
0.478704730097,0.176299156941,1,71.0797053148,0.0,2.0,2,5,2.0,4.0,1,34.0,68.0,Bad
0.693877045298,0.550073233309,0,65.2654760327,2.0,1.0,1,2,4.0,2.0,0,34.0,49.0,Good
0.560291544479,0.130844554307,-1,70.0276811436,2.0,3.0,4,5,2.0,1.0,0,103.0,83.0,Bad
0.403177375926,0.807556040564,-1,59.6361446809,2.0,0.0,3,5,3.0,1.0,1,37.0,53.0,Good
0.227202890606,0.743125615702,0,63.4980664535,3.0,3.0,3,2,3.0,3.0,0,72.0,45.0,Good
0.492304624445,0.276857465149,-1,69.2336168315,1.0,1.0,3,1,3.0,2.0,0,67.0,30.0,Good
0.708985550059,0.491404035567,-1,62.7549407258,4.0,3.0,3,5,3.0,2.0,0,92.0,28.0,Good
0.763938328323,0.302490213229,1,68.8506720064,2.0,1.0,3,1,2.0,4.0,1,84.0,95.0,Good
0.383246541808,0.502268736141,-1,69.9571589846,1.0,0.0,5,3,3.0,3.0,1,33.0,52.0,Good
0.318328005443,0.171479819677,1,69.0775560761,4.0,1.0,4,1,3.0,4.0,0,17.0,74.0,Good
0.959935295755,0.145423432889,0,55.0741983132,1.0,3.0,2,3,2.0,2.0,1,28.0,42.0,Bad
0.61893302428,0.263117806096,1,61.2760175145,2.0,3.0,3,2,3.0,3.0,1,35.0,58.0,Bad
0.763555875481,0.589254462288,0,75.8672549354,3.0,1.0,2,4,3.0,3.0,1,62.0,9.0,Good
0.397359083559,0.802789903673,1,77.7104863109,3.0,2.0,2,3,2.0,3.0,0,28.0,76.0,Good
0.705038957732,0.402142830979,0,71.7973092102,2.0,2.0,3,5,3.0,2.0,0,70.0,64.0,Good
0.493752427715,0.035898878607,-1,58.6111347043,2.0,2.0,1,2,0.0,1.0,1,53.0,54.0,Bad
0.338291802927,0.197656883845,-1,67.9199728279,1.0,1.0,2,1,4.0,4.0,1,72.0,75.0,Good
0.735381253742,0.399024398095,0,63.0952043444,1.0,2.0,1,1,2.0,2.0,0,47.0,93.0,Bad
